data_as_of,death_year,death_month,jurisdiction_occurrence,drug_involved,time_period,month_ending_date,drug_overdose_deaths,footnote
01/05/2025,2020,12,Region 4,Heroin,12 month-ending,12/31/2020,2592,
01/05/2025,2021,1,Region 4,Heroin,12 month-ending,01/31/2021,2558,
01/05/2025,2021,2,Region 4,Heroin,12 month-ending,02/28/2021,2477,
01/05/2025,2021,3,Region 4,Heroin,12 month-ending,03/31/2021,2388,
01/05/2025,2021,4,Region 4,Heroin,12 month-ending,04/30/2021,2311,
01/05/2025,2021,5,Region 4,Heroin,12 month-ending,05/31/2021,2119,
01/05/2025,2021,6,Region 4,Heroin,12 month-ending,06/30/2021,1986,
01/05/2025,2021,7,Region 4,Heroin,12 month-ending,07/31/2021,1884,
01/05/2025,2021,8,Region 4,Heroin,12 month-ending,08/31/2021,1769,
01/05/2025,2021,9,Region 4,Heroin,12 month-ending,09/30/2021,1691,
01/05/2025,2021,10,Region 4,Heroin,12 month-ending,10/31/2021,1657,
01/05/2025,2021,11,Region 4,Heroin,12 month-ending,11/30/2021,1596,
01/05/2025,2021,12,Region 4,Heroin,12 month-ending,12/31/2021,1526,
01/05/2025,2022,1,Region 4,Heroin,12 month-ending,01/31/2022,1438,
01/05/2025,2022,2,Region 4,Heroin,12 month-ending,02/28/2022,1373,
01/05/2025,2022,3,Region 4,Heroin,12 month-ending,03/31/2022,1275,
01/05/2025,2022,4,Region 4,Heroin,12 month-ending,04/30/2022,1153,
01/05/2025,2022,5,Region 4,Heroin,12 month-ending,05/31/2022,1071,
01/05/2025,2022,6,Region 4,Heroin,12 month-ending,06/30/2022,1019,
01/05/2025,2022,7,Region 4,Heroin,12 month-ending,07/31/2022,952,
01/05/2025,2022,8,Region 4,Heroin,12 month-ending,08/31/2022,912,
01/05/2025,2022,9,Region 4,Heroin,12 month-ending,09/30/2022,861,
01/05/2025,2022,10,Region 4,Heroin,12 month-ending,10/31/2022,796,
01/05/2025,2022,11,Region 4,Heroin,12 month-ending,11/30/2022,741,
01/05/2025,2022,12,Region 4,Heroin,12 month-ending,12/31/2022,707,
01/05/2025,2023,1,Region 4,Heroin,12 month-ending,01/31/2023,669,
01/05/2025,2023,2,Region 4,Heroin,12 month-ending,02/28/2023,632,
01/05/2025,2023,3,Region 4,Heroin,12 month-ending,03/31/2023,598,
01/05/2025,2023,4,Region 4,Heroin,12 month-ending,04/30/2023,562,
01/05/2025,2023,5,Region 4,Heroin,12 month-ending,05/31/2023,545,
01/05/2025,2023,6,Region 4,Heroin,12 month-ending,06/30/2023,524,
01/05/2025,2023,7,Region 4,Heroin,12 month-ending,07/31/2023,507,
01/05/2025,2023,8,Region 4,Heroin,12 month-ending,08/31/2023,474,
01/05/2025,2023,9,Region 4,Heroin,12 month-ending,09/30/2023,456,
01/05/2025,2023,10,Region 4,Heroin,12 month-ending,10/31/2023,436,
01/05/2025,2023,11,Region 4,Heroin,12 month-ending,11/30/2023,420,
01/05/2025,2023,12,Region 4,Heroin,12 month-ending,12/31/2023,393,
01/05/2025,2024,1,Region 4,Heroin,12 month-ending,01/31/2024,369,
01/05/2025,2024,2,Region 4,Heroin,12 month-ending,02/29/2024,354,
01/05/2025,2024,3,Region 4,Heroin,12 month-ending,03/31/2024,335,
01/05/2025,2024,4,Region 4,Heroin,12 month-ending,04/30/2024,331,
01/05/2025,2024,5,Region 4,Heroin,12 month-ending,05/31/2024,311,
01/05/2025,2024,6,Region 4,Heroin,12 month-ending,06/30/2024,292,
01/05/2025,2019,1,Region 5,Heroin,12 month-ending,01/31/2019,3269,
01/05/2025,2019,2,Region 5,Heroin,12 month-ending,02/28/2019,3213,
01/05/2025,2019,3,Region 5,Heroin,12 month-ending,03/31/2019,3162,
01/05/2025,2019,4,Region 5,Heroin,12 month-ending,04/30/2019,3151,
01/05/2025,2019,5,Region 5,Heroin,12 month-ending,05/31/2019,3140,
01/05/2025,2019,6,Region 5,Heroin,12 month-ending,06/30/2019,3099,
01/05/2025,2019,7,Region 5,Heroin,12 month-ending,07/31/2019,3027,
01/05/2025,2019,8,Region 5,Heroin,12 month-ending,08/31/2019,2984,
01/05/2025,2019,9,Region 5,Heroin,12 month-ending,09/30/2019,2938,
01/05/2025,2019,10,Region 5,Heroin,12 month-ending,10/31/2019,2856,
01/05/2025,2019,11,Region 5,Heroin,12 month-ending,11/30/2019,2870,
01/05/2025,2019,12,Region 5,Heroin,12 month-ending,12/31/2019,2831,
01/05/2025,2020,1,Region 5,Heroin,12 month-ending,01/31/2020,2778,
01/05/2025,2020,2,Region 5,Heroin,12 month-ending,02/29/2020,2778,
01/05/2025,2020,3,Region 5,Heroin,12 month-ending,03/31/2020,2744,
01/05/2025,2020,4,Region 5,Heroin,12 month-ending,04/30/2020,2770,
01/05/2025,2020,5,Region 5,Heroin,12 month-ending,05/31/2020,2838,
01/05/2025,2020,6,Region 5,Heroin,12 month-ending,06/30/2020,2863,
01/05/2025,2020,7,Region 5,Heroin,12 month-ending,07/31/2020,2839,
01/05/2025,2020,8,Region 5,Heroin,12 month-ending,08/31/2020,2778,
01/05/2025,2020,9,Region 5,Heroin,12 month-ending,09/30/2020,2698,
01/05/2025,2020,10,Region 5,Heroin,12 month-ending,10/31/2020,2621,
01/05/2025,2020,11,Region 5,Heroin,12 month-ending,11/30/2020,2543,
01/05/2025,2020,12,Region 5,Heroin,12 month-ending,12/31/2020,2482,
01/05/2025,2021,1,Region 5,Heroin,12 month-ending,01/31/2021,2394,
01/05/2025,2021,2,Region 5,Heroin,12 month-ending,02/28/2021,2291,
01/05/2025,2021,3,Region 5,Heroin,12 month-ending,03/31/2021,2257,
01/05/2025,2021,4,Region 5,Heroin,12 month-ending,04/30/2021,2149,
01/05/2025,2021,5,Region 5,Heroin,12 month-ending,05/31/2021,1948,
01/05/2025,2021,6,Region 5,Heroin,12 month-ending,06/30/2021,1837,
01/05/2025,2021,7,Region 5,Heroin,12 month-ending,07/31/2021,1799,
01/05/2025,2021,8,Region 5,Heroin,12 month-ending,08/31/2021,1767,
01/05/2025,2021,9,Region 5,Heroin,12 month-ending,09/30/2021,1721,
01/05/2025,2021,10,Region 5,Heroin,12 month-ending,10/31/2021,1688,
01/05/2025,2021,11,Region 5,Heroin,12 month-ending,11/30/2021,1616,
01/05/2025,2021,12,Region 5,Heroin,12 month-ending,12/31/2021,1547,
01/05/2025,2022,1,Region 5,Heroin,12 month-ending,01/31/2022,1554,
01/05/2025,2022,2,Region 5,Heroin,12 month-ending,02/28/2022,1524,
01/05/2025,2022,3,Region 5,Heroin,12 month-ending,03/31/2022,1435,
01/05/2025,2022,4,Region 5,Heroin,12 month-ending,04/30/2022,1393,
01/05/2025,2022,5,Region 5,Heroin,12 month-ending,05/31/2022,1345,
01/05/2025,2022,6,Region 5,Heroin,12 month-ending,06/30/2022,1306,
01/05/2025,2022,7,Region 5,Heroin,12 month-ending,07/31/2022,1221,
01/05/2025,2022,8,Region 5,Heroin,12 month-ending,08/31/2022,1142,
01/05/2025,2022,9,Region 5,Heroin,12 month-ending,09/30/2022,1122,
01/05/2025,2022,10,Region 5,Heroin,12 month-ending,10/31/2022,1088,
01/05/2025,2022,11,Region 5,Heroin,12 month-ending,11/30/2022,1074,
01/05/2025,2022,12,Region 5,Heroin,12 month-ending,12/31/2022,1056,
01/05/2025,2023,1,Region 5,Heroin,12 month-ending,01/31/2023,983,
01/05/2025,2023,2,Region 5,Heroin,12 month-ending,02/28/2023,977,
01/05/2025,2023,3,Region 5,Heroin,12 month-ending,03/31/2023,959,
01/05/2025,2023,4,Region 5,Heroin,12 month-ending,04/30/2023,930,
01/05/2025,2023,5,Region 5,Heroin,12 month-ending,05/31/2023,922,
01/05/2025,2023,6,Region 5,Heroin,12 month-ending,06/30/2023,927,
01/05/2025,2023,7,Region 5,Heroin,12 month-ending,07/31/2023,905,
01/05/2025,2023,8,Region 5,Heroin,12 month-ending,08/31/2023,900,
01/05/2025,2023,9,Region 5,Heroin,12 month-ending,09/30/2023,891,
01/05/2025,2023,10,Region 5,Heroin,12 month-ending,10/31/2023,877,
01/05/2025,2023,11,Region 5,Heroin,12 month-ending,11/30/2023,858,
01/05/2025,2023,12,Region 5,Heroin,12 month-ending,12/31/2023,839,
01/05/2025,2024,1,Region 5,Heroin,12 month-ending,01/31/2024,827,
01/05/2025,2024,2,Region 5,Heroin,12 month-ending,02/29/2024,811,
01/05/2025,2024,3,Region 5,Heroin,12 month-ending,03/31/2024,788,
01/05/2025,2024,4,Region 5,Heroin,12 month-ending,04/30/2024,780,
01/05/2025,2024,5,Region 5,Heroin,12 month-ending,05/31/2024,756,
01/05/2025,2024,6,Region 5,Heroin,12 month-ending,06/30/2024,711,
01/05/2025,2019,1,Region 6,Heroin,12 month-ending,01/31/2019,1088,
01/05/2025,2019,2,Region 6,Heroin,12 month-ending,02/28/2019,1090,
01/05/2025,2019,3,Region 6,Heroin,12 month-ending,03/31/2019,1110,
01/05/2025,2019,4,Region 6,Heroin,12 month-ending,04/30/2019,1125,
01/05/2025,2019,5,Region 6,Heroin,12 month-ending,05/31/2019,1147,
01/05/2025,2019,6,Region 6,Heroin,12 month-ending,06/30/2019,1149,
01/05/2025,2019,7,Region 6,Heroin,12 month-ending,07/31/2019,1168,
01/05/2025,2019,8,Region 6,Heroin,12 month-ending,08/31/2019,1174,
01/05/2025,2019,9,Region 6,Heroin,12 month-ending,09/30/2019,1172,
01/05/2025,2019,10,Region 6,Heroin,12 month-ending,10/31/2019,1206,
01/05/2025,2019,11,Region 6,Heroin,12 month-ending,11/30/2019,1236,
01/05/2025,2019,12,Region 6,Heroin,12 month-ending,12/31/2019,1256,
01/05/2025,2020,1,Region 6,Heroin,12 month-ending,01/31/2020,1289,
01/05/2025,2020,2,Region 6,Heroin,12 month-ending,02/29/2020,1312,
01/05/2025,2020,3,Region 6,Heroin,12 month-ending,03/31/2020,1319,
01/05/2025,2020,4,Region 6,Heroin,12 month-ending,04/30/2020,1340,
01/05/2025,2020,5,Region 6,Heroin,12 month-ending,05/31/2020,1357,
01/05/2025,2020,6,Region 6,Heroin,12 month-ending,06/30/2020,1381,
01/05/2025,2020,7,Region 6,Heroin,12 month-ending,07/31/2020,1403,
01/05/2025,2020,8,Region 6,Heroin,12 month-ending,08/31/2020,1410,
01/05/2025,2020,9,Region 6,Heroin,12 month-ending,09/30/2020,1415,
01/05/2025,2020,10,Region 6,Heroin,12 month-ending,10/31/2020,1389,
01/05/2025,2020,11,Region 6,Heroin,12 month-ending,11/30/2020,1366,
01/05/2025,2020,12,Region 6,Heroin,12 month-ending,12/31/2020,1365,
01/05/2025,2021,1,Region 6,Heroin,12 month-ending,01/31/2021,1333,
01/05/2025,2021,2,Region 6,Heroin,12 month-ending,02/28/2021,1323,
01/05/2025,2021,3,Region 6,Heroin,12 month-ending,03/31/2021,1341,
01/05/2025,2021,4,Region 6,Heroin,12 month-ending,04/30/2021,1326,
01/05/2025,2021,5,Region 6,Heroin,12 month-ending,05/31/2021,1303,
01/05/2025,2021,6,Region 6,Heroin,12 month-ending,06/30/2021,1262,
01/05/2025,2021,7,Region 6,Heroin,12 month-ending,07/31/2021,1234,
01/05/2025,2021,8,Region 6,Heroin,12 month-ending,08/31/2021,1226,
01/05/2025,2021,9,Region 6,Heroin,12 month-ending,09/30/2021,1209,
01/05/2025,2021,10,Region 6,Heroin,12 month-ending,10/31/2021,1189,
01/05/2025,2021,11,Region 6,Heroin,12 month-ending,11/30/2021,1167,
01/05/2025,2021,12,Region 6,Heroin,12 month-ending,12/31/2021,1137,
01/05/2025,2022,1,Region 6,Heroin,12 month-ending,01/31/2022,1104,
01/05/2025,2022,2,Region 6,Heroin,12 month-ending,02/28/2022,1074,
01/05/2025,2022,3,Region 6,Heroin,12 month-ending,03/31/2022,1013,
01/05/2025,2022,4,Region 6,Heroin,12 month-ending,04/30/2022,971,
01/05/2025,2022,5,Region 6,Heroin,12 month-ending,05/31/2022,931,
01/05/2025,2022,6,Region 6,Heroin,12 month-ending,06/30/2022,904,
01/05/2025,2022,7,Region 6,Heroin,12 month-ending,07/31/2022,866,
01/05/2025,2022,8,Region 6,Heroin,12 month-ending,08/31/2022,808,
01/05/2025,2022,9,Region 6,Heroin,12 month-ending,09/30/2022,773,
01/05/2025,2022,10,Region 6,Heroin,12 month-ending,10/31/2022,756,
01/05/2025,2022,11,Region 6,Heroin,12 month-ending,11/30/2022,735,
01/05/2025,2022,12,Region 6,Heroin,12 month-ending,12/31/2022,723,
01/05/2025,2023,1,Region 6,Heroin,12 month-ending,01/31/2023,718,
01/05/2025,2023,2,Region 6,Heroin,12 month-ending,02/28/2023,714,
01/05/2025,2023,3,Region 6,Heroin,12 month-ending,03/31/2023,698,
01/05/2025,2023,4,Region 6,Heroin,12 month-ending,04/30/2023,700,
01/05/2025,2023,5,Region 6,Heroin,12 month-ending,05/31/2023,673,
01/05/2025,2023,6,Region 6,Heroin,12 month-ending,06/30/2023,660,
01/05/2025,2023,7,Region 6,Heroin,12 month-ending,07/31/2023,630,
01/05/2025,2023,8,Region 6,Heroin,12 month-ending,08/31/2023,625,
01/05/2025,2023,9,Region 6,Heroin,12 month-ending,09/30/2023,617,
01/05/2025,2023,10,Region 6,Heroin,12 month-ending,10/31/2023,596,
01/05/2025,2023,11,Region 6,Heroin,12 month-ending,11/30/2023,572,
01/05/2025,2023,12,Region 6,Heroin,12 month-ending,12/31/2023,548,
01/05/2025,2024,1,Region 6,Heroin,12 month-ending,01/31/2024,542,
01/05/2025,2024,2,Region 6,Heroin,12 month-ending,02/29/2024,524,
01/05/2025,2024,3,Region 6,Heroin,12 month-ending,03/31/2024,500,
01/05/2025,2024,4,Region 6,Heroin,12 month-ending,04/30/2024,463,
01/05/2025,2024,5,Region 6,Heroin,12 month-ending,05/31/2024,457,
01/05/2025,2024,6,Region 6,Heroin,12 month-ending,06/30/2024,426,
01/05/2025,2019,1,Region 7,Heroin,12 month-ending,01/31/2019,425,
01/05/2025,2019,2,Region 7,Heroin,12 month-ending,02/28/2019,412,
01/05/2025,2019,3,Region 7,Heroin,12 month-ending,03/31/2019,396,
01/05/2025,2019,4,Region 7,Heroin,12 month-ending,04/30/2019,373,
01/05/2025,2019,5,Region 7,Heroin,12 month-ending,05/31/2019,369,
01/05/2025,2019,6,Region 7,Heroin,12 month-ending,06/30/2019,339,
01/05/2025,2019,7,Region 7,Heroin,12 month-ending,07/31/2019,331,
01/05/2025,2019,8,Region 7,Heroin,12 month-ending,08/31/2019,333,
01/05/2025,2019,9,Region 7,Heroin,12 month-ending,09/30/2019,333,
01/05/2025,2019,10,Region 7,Heroin,12 month-ending,10/31/2019,330,
01/05/2025,2019,11,Region 7,Heroin,12 month-ending,11/30/2019,332,
01/05/2025,2019,12,Region 7,Heroin,12 month-ending,12/31/2019,333,
01/05/2025,2020,1,Region 7,Heroin,12 month-ending,01/31/2020,315,
01/05/2025,2020,2,Region 7,Heroin,12 month-ending,02/29/2020,306,
01/05/2025,2020,3,Region 7,Heroin,12 month-ending,03/31/2020,301,
01/05/2025,2020,4,Region 7,Heroin,12 month-ending,04/30/2020,308,
01/05/2025,2020,5,Region 7,Heroin,12 month-ending,05/31/2020,310,
01/05/2025,2020,6,Region 7,Heroin,12 month-ending,06/30/2020,315,
01/05/2025,2020,7,Region 7,Heroin,12 month-ending,07/31/2020,314,
01/05/2025,2020,8,Region 7,Heroin,12 month-ending,08/31/2020,301,
01/05/2025,2020,9,Region 7,Heroin,12 month-ending,09/30/2020,286,
01/05/2025,2020,10,Region 7,Heroin,12 month-ending,10/31/2020,277,
01/05/2025,2020,11,Region 7,Heroin,12 month-ending,11/30/2020,265,
01/05/2025,2020,12,Region 7,Heroin,12 month-ending,12/31/2020,258,
01/05/2025,2021,1,Region 7,Heroin,12 month-ending,01/31/2021,263,
01/05/2025,2021,2,Region 7,Heroin,12 month-ending,02/28/2021,265,
01/05/2025,2021,3,Region 7,Heroin,12 month-ending,03/31/2021,259,
01/05/2025,2021,4,Region 7,Heroin,12 month-ending,04/30/2021,252,
01/05/2025,2021,5,Region 7,Heroin,12 month-ending,05/31/2021,247,
01/05/2025,2021,6,Region 7,Heroin,12 month-ending,06/30/2021,239,
01/05/2025,2021,7,Region 7,Heroin,12 month-ending,07/31/2021,228,
01/05/2025,2021,8,Region 7,Heroin,12 month-ending,08/31/2021,215,
01/05/2025,2021,9,Region 7,Heroin,12 month-ending,09/30/2021,201,
01/05/2025,2021,10,Region 7,Heroin,12 month-ending,10/31/2021,189,
01/05/2025,2021,11,Region 7,Heroin,12 month-ending,11/30/2021,186,
01/05/2025,2021,12,Region 7,Heroin,12 month-ending,12/31/2021,178,
01/05/2025,2022,1,Region 7,Heroin,12 month-ending,01/31/2022,166,
01/05/2025,2022,2,Region 7,Heroin,12 month-ending,02/28/2022,157,
01/05/2025,2022,3,Region 7,Heroin,12 month-ending,03/31/2022,151,
01/05/2025,2022,4,Region 7,Heroin,12 month-ending,04/30/2022,132,
01/05/2025,2022,5,Region 7,Heroin,12 month-ending,05/31/2022,114,
01/05/2025,2022,6,Region 7,Heroin,12 month-ending,06/30/2022,108,
01/05/2025,2022,7,Region 7,Heroin,12 month-ending,07/31/2022,104,
01/05/2025,2022,8,Region 7,Heroin,12 month-ending,08/31/2022,105,
01/05/2025,2022,9,Region 7,Heroin,12 month-ending,09/30/2022,107,
01/05/2025,2022,10,Region 7,Heroin,12 month-ending,10/31/2022,109,
01/05/2025,2022,11,Region 7,Heroin,12 month-ending,11/30/2022,105,
01/05/2025,2022,12,Region 7,Heroin,12 month-ending,12/31/2022,96,
01/05/2025,2023,1,Region 7,Heroin,12 month-ending,01/31/2023,89,
01/05/2025,2023,2,Region 7,Heroin,12 month-ending,02/28/2023,79,
01/05/2025,2023,3,Region 7,Heroin,12 month-ending,03/31/2023,75,
01/05/2025,2023,4,Region 7,Heroin,12 month-ending,04/30/2023,75,
01/05/2025,2023,5,Region 7,Heroin,12 month-ending,05/31/2023,72,
01/05/2025,2023,6,Region 7,Heroin,12 month-ending,06/30/2023,63,
01/05/2025,2023,7,Region 7,Heroin,12 month-ending,07/31/2023,60,
01/05/2025,2023,8,Region 7,Heroin,12 month-ending,08/31/2023,52,
01/05/2025,2023,9,Region 7,Heroin,12 month-ending,09/30/2023,45,
01/05/2025,2023,10,Region 7,Heroin,12 month-ending,10/31/2023,37,
01/05/2025,2023,11,Region 7,Heroin,12 month-ending,11/30/2023,38,
01/05/2025,2023,12,Region 7,Heroin,12 month-ending,12/31/2023,40,
01/05/2025,2024,1,Region 7,Heroin,12 month-ending,01/31/2024,42,
01/05/2025,2024,2,Region 7,Heroin,12 month-ending,02/29/2024,42,
01/05/2025,2024,3,Region 7,Heroin,12 month-ending,03/31/2024,37,
01/05/2025,2024,4,Region 7,Heroin,12 month-ending,04/30/2024,38,
01/05/2025,2024,5,Region 7,Heroin,12 month-ending,05/31/2024,36,
01/05/2025,2024,6,Region 7,Heroin,12 month-ending,06/30/2024,42,
01/05/2025,2019,1,Region 8,Heroin,12 month-ending,01/31/2019,449,
01/05/2025,2019,2,Region 8,Heroin,12 month-ending,02/28/2019,439,
01/05/2025,2019,3,Region 8,Heroin,12 month-ending,03/31/2019,426,
01/05/2025,2019,4,Region 8,Heroin,12 month-ending,04/30/2019,417,
01/05/2025,2019,5,Region 8,Heroin,12 month-ending,05/31/2019,408,
01/05/2025,2019,6,Region 8,Heroin,12 month-ending,06/30/2019,414,
01/05/2025,2019,7,Region 8,Heroin,12 month-ending,07/31/2019,420,
01/05/2025,2019,8,Region 8,Heroin,12 month-ending,08/31/2019,412,
01/05/2025,2019,9,Region 8,Heroin,12 month-ending,09/30/2019,405,
01/05/2025,2019,10,Region 8,Heroin,12 month-ending,10/31/2019,419,
01/05/2025,2019,11,Region 8,Heroin,12 month-ending,11/30/2019,419,
01/05/2025,2019,12,Region 8,Heroin,12 month-ending,12/31/2019,411,
01/05/2025,2020,1,Region 8,Heroin,12 month-ending,01/31/2020,406,
01/05/2025,2020,2,Region 8,Heroin,12 month-ending,02/29/2020,407,
01/05/2025,2020,3,Region 8,Heroin,12 month-ending,03/31/2020,416,
01/05/2025,2020,4,Region 8,Heroin,12 month-ending,04/30/2020,426,
01/05/2025,2020,5,Region 8,Heroin,12 month-ending,05/31/2020,440,
01/05/2025,2020,6,Region 8,Heroin,12 month-ending,06/30/2020,430,
01/05/2025,2020,7,Region 8,Heroin,12 month-ending,07/31/2020,433,
01/05/2025,2020,8,Region 8,Heroin,12 month-ending,08/31/2020,434,
01/05/2025,2020,9,Region 8,Heroin,12 month-ending,09/30/2020,439,
01/05/2025,2020,10,Region 8,Heroin,12 month-ending,10/31/2020,434,
01/05/2025,2020,11,Region 8,Heroin,12 month-ending,11/30/2020,439,
01/05/2025,2020,12,Region 8,Heroin,12 month-ending,12/31/2020,438,
01/05/2025,2021,1,Region 8,Heroin,12 month-ending,01/31/2021,442,
01/05/2025,2021,2,Region 8,Heroin,12 month-ending,02/28/2021,444,
01/05/2025,2021,3,Region 8,Heroin,12 month-ending,03/31/2021,438,
01/05/2025,2021,4,Region 8,Heroin,12 month-ending,04/30/2021,436,
01/05/2025,2021,5,Region 8,Heroin,12 month-ending,05/31/2021,426,
01/05/2025,2021,6,Region 8,Heroin,12 month-ending,06/30/2021,430,
01/05/2025,2021,7,Region 8,Heroin,12 month-ending,07/31/2021,416,
01/05/2025,2021,8,Region 8,Heroin,12 month-ending,08/31/2021,418,
01/05/2025,2021,9,Region 8,Heroin,12 month-ending,09/30/2021,418,
01/05/2025,2021,10,Region 8,Heroin,12 month-ending,10/31/2021,415,
01/05/2025,2021,11,Region 8,Heroin,12 month-ending,11/30/2021,403,
01/05/2025,2021,12,Region 8,Heroin,12 month-ending,12/31/2021,386,
01/05/2025,2022,1,Region 8,Heroin,12 month-ending,01/31/2022,365,
01/05/2025,2022,2,Region 8,Heroin,12 month-ending,02/28/2022,348,
01/05/2025,2022,3,Region 8,Heroin,12 month-ending,03/31/2022,337,
01/05/2025,2022,4,Region 8,Heroin,12 month-ending,04/30/2022,312,
01/05/2025,2022,5,Region 8,Heroin,12 month-ending,05/31/2022,298,
01/05/2025,2022,6,Region 8,Heroin,12 month-ending,06/30/2022,276,
01/05/2025,2022,7,Region 8,Heroin,12 month-ending,07/31/2022,261,
01/05/2025,2022,8,Region 8,Heroin,12 month-ending,08/31/2022,238,
01/05/2025,2022,9,Region 8,Heroin,12 month-ending,09/30/2022,214,
01/05/2025,2022,10,Region 8,Heroin,12 month-ending,10/31/2022,202,
01/05/2025,2022,11,Region 8,Heroin,12 month-ending,11/30/2022,203,
01/05/2025,2022,12,Region 8,Heroin,12 month-ending,12/31/2022,198,
01/05/2025,2023,1,Region 8,Heroin,12 month-ending,01/31/2023,194,
01/05/2025,2023,2,Region 8,Heroin,12 month-ending,02/28/2023,185,
01/05/2025,2023,3,Region 8,Heroin,12 month-ending,03/31/2023,170,
01/05/2025,2023,4,Region 8,Heroin,12 month-ending,04/30/2023,161,
01/05/2025,2023,5,Region 8,Heroin,12 month-ending,05/31/2023,149,
01/05/2025,2023,6,Region 8,Heroin,12 month-ending,06/30/2023,145,
01/05/2025,2023,7,Region 8,Heroin,12 month-ending,07/31/2023,138,
01/05/2025,2023,8,Region 8,Heroin,12 month-ending,08/31/2023,134,
01/05/2025,2023,9,Region 8,Heroin,12 month-ending,09/30/2023,132,
01/05/2025,2023,10,Region 8,Heroin,12 month-ending,10/31/2023,124,
01/05/2025,2023,11,Region 8,Heroin,12 month-ending,11/30/2023,113,
01/05/2025,2023,12,Region 8,Heroin,12 month-ending,12/31/2023,108,
01/05/2025,2024,1,Region 8,Heroin,12 month-ending,01/31/2024,99,
01/05/2025,2024,2,Region 8,Heroin,12 month-ending,02/29/2024,100,
01/05/2025,2024,3,Region 8,Heroin,12 month-ending,03/31/2024,106,
01/05/2025,2024,4,Region 8,Heroin,12 month-ending,04/30/2024,100,
01/05/2025,2024,5,Region 8,Heroin,12 month-ending,05/31/2024,92,
01/05/2025,2024,6,Region 8,Heroin,12 month-ending,06/30/2024,91,
01/05/2025,2019,1,Region 9,Heroin,12 month-ending,01/31/2019,1336,
01/05/2025,2019,2,Region 9,Heroin,12 month-ending,02/28/2019,1372,
01/05/2025,2019,3,Region 9,Heroin,12 month-ending,03/31/2019,1379,
01/05/2025,2019,4,Region 9,Heroin,12 month-ending,04/30/2019,1393,
01/05/2025,2019,5,Region 9,Heroin,12 month-ending,05/31/2019,1434,
01/05/2025,2019,6,Region 9,Heroin,12 month-ending,06/30/2019,1450,
01/05/2025,2019,7,Region 9,Heroin,12 month-ending,07/31/2019,1453,
01/05/2025,2019,8,Region 9,Heroin,12 month-ending,08/31/2019,1468,
01/05/2025,2019,9,Region 9,Heroin,12 month-ending,09/30/2019,1482,
01/05/2025,2019,10,Region 9,Heroin,12 month-ending,10/31/2019,1475,
01/05/2025,2019,11,Region 9,Heroin,12 month-ending,11/30/2019,1468,
01/05/2025,2019,12,Region 9,Heroin,12 month-ending,12/31/2019,1435,
01/05/2025,2020,1,Region 9,Heroin,12 month-ending,01/31/2020,1423,
01/05/2025,2020,2,Region 9,Heroin,12 month-ending,02/29/2020,1410,
01/05/2025,2020,3,Region 9,Heroin,12 month-ending,03/31/2020,1414,
01/05/2025,2020,4,Region 9,Heroin,12 month-ending,04/30/2020,1428,
01/05/2025,2020,5,Region 9,Heroin,12 month-ending,05/31/2020,1416,
01/05/2025,2020,6,Region 9,Heroin,12 month-ending,06/30/2020,1423,
01/05/2025,2020,7,Region 9,Heroin,12 month-ending,07/31/2020,1429,
01/05/2025,2020,8,Region 9,Heroin,12 month-ending,08/31/2020,1438,
01/05/2025,2020,9,Region 9,Heroin,12 month-ending,09/30/2020,1439,
01/05/2025,2020,10,Region 9,Heroin,12 month-ending,10/31/2020,1440,
01/05/2025,2020,11,Region 9,Heroin,12 month-ending,11/30/2020,1442,
01/05/2025,2020,12,Region 9,Heroin,12 month-ending,12/31/2020,1448,
01/05/2025,2021,1,Region 9,Heroin,12 month-ending,01/31/2021,1464,
01/05/2025,2021,2,Region 9,Heroin,12 month-ending,02/28/2021,1447,
01/05/2025,2021,3,Region 9,Heroin,12 month-ending,03/31/2021,1430,
01/05/2025,2021,4,Region 9,Heroin,12 month-ending,04/30/2021,1399,
01/05/2025,2021,5,Region 9,Heroin,12 month-ending,05/31/2021,1371,
01/05/2025,2021,6,Region 9,Heroin,12 month-ending,06/30/2021,1332,
01/05/2025,2021,7,Region 9,Heroin,12 month-ending,07/31/2021,1286,
01/05/2025,2021,8,Region 9,Heroin,12 month-ending,08/31/2021,1223,
01/05/2025,2021,9,Region 9,Heroin,12 month-ending,09/30/2021,1197,
01/05/2025,2021,10,Region 9,Heroin,12 month-ending,10/31/2021,1171,
01/05/2025,2021,11,Region 9,Heroin,12 month-ending,11/30/2021,1119,
01/05/2025,2021,12,Region 9,Heroin,12 month-ending,12/31/2021,1071,
01/05/2025,2022,1,Region 9,Heroin,12 month-ending,01/31/2022,1017,
01/05/2025,2022,2,Region 9,Heroin,12 month-ending,02/28/2022,1009,
01/05/2025,2022,3,Region 9,Heroin,12 month-ending,03/31/2022,966,
01/05/2025,2022,4,Region 9,Heroin,12 month-ending,04/30/2022,936,
01/05/2025,2022,5,Region 9,Heroin,12 month-ending,05/31/2022,890,
01/05/2025,2022,6,Region 9,Heroin,12 month-ending,06/30/2022,845,
01/05/2025,2022,7,Region 9,Heroin,12 month-ending,07/31/2022,809,
01/05/2025,2022,8,Region 9,Heroin,12 month-ending,08/31/2022,779,
01/05/2025,2022,9,Region 9,Heroin,12 month-ending,09/30/2022,747,
01/05/2025,2022,10,Region 9,Heroin,12 month-ending,10/31/2022,710,
